# V, U, I, B, M_V
-4.700785783507554783e+01 -4.649322015459667767e+01 -4.649947031508215645e+01 -4.758240648059023670e+01 -1.045585783507554822e+01
-4.702595036858232902e+01 -4.650658804776756483e+01 -4.656180388326144737e+01 -4.758422229184876784e+01 -1.047395036858232942e+01
-4.701740197791187370e+01 -4.646585687884152094e+01 -4.662544285705785541e+01 -4.752026530844665331e+01 -1.046540197791187410e+01
-4.693234762406386551e+01 -4.635466667568569221e+01 -4.668870498325784979e+01 -4.733284570756033105e+01 -1.038034762406386591e+01
-4.673121212673555647e+01 -4.604807807919651452e+01 -4.667807951821157531e+01 -4.701382768012579305e+01 -1.017921212673555686e+01
-4.625642194044604594e+01 -4.559108852817990964e+01 -4.675079160478770035e+01 -4.645054181096441681e+01 -9.704421940446046335e+00
-4.533213454191998437e+01 -4.555706083926289551e+01 -4.455084168469998218e+01 -4.616785673063179729e+01 -8.780134541919984770e+00
-4.533940315398709942e+01 -4.556462678596205507e+01 -4.455795757456488815e+01 -4.617524217694039379e+01 -8.787403153987099813e+00
-4.534913396976881472e+01 -4.559752736761222991e+01 -4.457068857597643330e+01 -4.618998442160101092e+01 -8.797133969768815120e+00
-4.535231817629500028e+01 -4.560094283734491682e+01 -4.457379585585411519e+01 -4.619323707070982010e+01 -8.800318176295000683e+00
-4.536069818158112099e+01 -4.560985636606030624e+01 -4.458196407284860641e+01 -4.620178075572900411e+01 -8.808698181581121389e+00
-4.536723533267312547e+01 -4.561677486565848483e+01 -4.458838050183022261e+01 -4.620842533156245224e+01 -8.815235332673125868e+00
-4.537559508911768091e+01 -4.562566196775345873e+01 -4.459653183866151238e+01 -4.621694680832113278e+01 -8.823595089117681312e+00
-4.549515124020263102e+01 -4.569423652193104601e+01 -4.472453343606137111e+01 -4.632920087013539501e+01 -8.943151240202631413e+00
-4.550489653844232407e+01 -4.570440156287330069e+01 -4.473409646301381315e+01 -4.633909088494446848e+01 -8.952896538442324470e+00
-4.551849016522574942e+01 -4.571836455682159794e+01 -4.474750193998528403e+01 -4.635284628740006951e+01 -8.966490165225749820e+00
-4.558099870648693752e+01 -4.576217580790790862e+01 -4.481211903632025439e+01 -4.641270184472919169e+01 -9.028998706486937920e+00
-4.557910493651665007e+01 -4.581888937693416608e+01 -4.479939528856669284e+01 -4.642027648004909679e+01 -9.027104936516650469e+00
-4.616379504005266909e+01 -4.563555798633820615e+01 -4.561595893542999391e+01 -4.678426502541343268e+01 -9.611795040052669492e+00
-4.574770808520181475e+01 -4.470517901531052729e+01 -4.636508627502047375e+01 -4.577943442226857229e+01 -9.195708085201815152e+00
-4.570454515847959698e+01 -4.470057175605550981e+01 -4.630649491223213232e+01 -4.575827072437004261e+01 -9.152545158479597376e+00
-4.560293469449423043e+01 -4.469516754933810887e+01 -4.616300806608283125e+01 -4.571284367644081925e+01 -9.050934694494230826e+00
-4.567765744362603186e+01 -4.472845555730633293e+01 -4.605429409944193964e+01 -4.578338272372137396e+01 -9.125657443626032261e+00
-4.557184440171774042e+01 -4.471537795415100902e+01 -4.590882777124885195e+01 -4.573087486456894624e+01 -9.019844401717740823e+00
-4.549723155461407487e+01 -4.472250043440359946e+01 -4.580549735348910190e+01 -4.571004470489748428e+01 -8.945231554614075264e+00
